Date,ActualBooking,state_code,forecast_avg_bqfb,State,Division,Model_creation_date
19-05-2019,8,NH,10,New Hampshire,Category D,11-10-2023
09-07-2021,39,UT,37,Utah,Category F,11-10-2023
01-06-2019,67,NM,62,New Mexico,Category J,11-10-2023
07-05-2021,93,AZ,88,Arizona,Category D,11-10-2023
24-03-2021,82,UT,75,Utah,Category G,11-10-2023
07-03-2021,68,VT,60,Vermont,Category B,11-10-2023
03-07-2019,66,IN,58,Indiana,Category H,11-10-2023
31-12-2019,24,DE,19,Delaware,Category C,11-10-2023
24-09-2021,61,TN,71,Tennessee,Category H,11-10-2023
21-02-2021,78,MT,79,Montana,Category E,11-10-2023
01-04-2021,69,ME,60,Maine,Category J,11-10-2023
16-07-2019,75,CO,74,Colorado,Category B,11-10-2023
29-03-2021,73,AK,75,Alaska,Category B,11-10-2023
24-10-2019,63,AR,68,Arkansas,Category B,11-10-2023
31-10-2020,93,ME,98,Maine,Category D,11-10-2023
03-09-2019,62,NV,67,Nevada,Category D,11-10-2023
11-01-2020,24,TX,18,Texas,Category J,11-10-2023
19-01-2019,76,HI,83,Hawaii,Category H,11-10-2023
04-06-2019,2,FL,0,Florida,Category D,11-10-2023
13-03-2021,37,NJ,28,New Jersey,Category E,11-10-2023
16-03-2020,94,CO,84,Colorado,Category F,11-10-2023
30-09-2019,12,AR,22,Arkansas,Category H,11-10-2023
06-08-2019,24,AR,19,Arkansas,Category H,11-10-2023
13-01-2019,5,VT,2,Vermont,Category A,11-10-2023
08-05-2021,75,NC,69,North Carolina,Category B,11-10-2023
27-04-2019,15,MO,5,Missouri,Category J,11-10-2023
31-03-2019,79,AZ,74,Arizona,Category F,11-10-2023
18-11-2021,68,VT,58,Vermont,Category C,11-10-2023
09-03-2019,11,OH,2,Ohio,Category A,11-10-2023
14-09-2019,39,AL,35,Alabama,Category E,11-10-2023
16-11-2019,9,AK,2,Alaska,Category H,11-10-2023
11-10-2021,82,VT,85,Vermont,Category E,11-10-2023
16-10-2021,37,AK,40,Alaska,Category J,11-10-2023
02-02-2021,83,FL,93,Florida,Category D,11-10-2023
06-09-2021,64,CO,67,Colorado,Category A,11-10-2023
10-12-2020,7,OK,16,Oklahoma,Category D,11-10-2023
24-08-2020,15,OH,23,Ohio,Category C,11-10-2023
03-05-2020,80,WI,74,Wisconsin,Category A,11-10-2023
28-01-2019,71,MI,68,Michigan,Category G,11-10-2023
23-10-2021,40,MT,47,Montana,Category G,11-10-2023
02-07-2019,55,IL,57,Illinois,Category A,11-10-2023
23-04-2019,16,SC,14,South Carolina,Category G,11-10-2023
25-06-2019,37,PA,40,Pennsylvania,Category E,11-10-2023
03-07-2021,86,MD,95,Maryland,Category F,11-10-2023
12-02-2021,10,PA,14,Pennsylvania,Category C,11-10-2023
11-10-2021,19,MO,27,Missouri,Category H,11-10-2023
09-11-2020,26,MN,16,Minnesota,Category F,11-10-2023
22-05-2020,92,TN,95,Tennessee,Category A,11-10-2023
03-11-2020,54,CA,60,California,Category J,11-10-2023
23-06-2020,82,SD,81,South Dakota,Category B,11-10-2023
13-09-2019,59,SD,53,South Dakota,Category H,11-10-2023
10-09-2021,49,VA,42,Virginia,Category F,11-10-2023
01-02-2019,36,LA,44,Louisiana,Category F,11-10-2023
01-08-2021,28,IL,18,Illinois,Category F,11-10-2023
15-04-2021,14,CA,5,California,Category C,11-10-2023
14-01-2020,89,SC,97,South Carolina,Category E,11-10-2023
10-12-2019,14,NV,8,Nevada,Category A,11-10-2023
28-05-2021,100,WI,103,Wisconsin,Category C,11-10-2023
06-12-2020,40,OR,31,Oregon,Category G,11-10-2023
20-03-2019,3,GA,0,Georgia,Category J,11-10-2023
26-01-2021,9,MI,7,Michigan,Category F,11-10-2023
26-10-2020,44,MO,39,Missouri,Category B,11-10-2023
08-08-2020,37,WY,37,Wyoming,Category C,11-10-2023
04-04-2021,8,NH,6,New Hampshire,Category D,11-10-2023
17-02-2020,25,VT,24,Vermont,Category J,11-10-2023
02-12-2021,19,WA,29,Washington,Category G,11-10-2023
17-04-2019,92,WV,101,West Virginia,Category F,11-10-2023
13-12-2019,55,MS,60,Mississippi,Category A,11-10-2023
15-03-2019,80,RI,85,Rhode Island,Category B,11-10-2023
28-09-2021,61,TN,61,Tennessee,Category H,11-10-2023
21-03-2019,64,AZ,64,Arizona,Category F,11-10-2023
08-01-2020,21,CA,28,California,Category E,11-10-2023
03-05-2019,33,IA,29,Iowa,Category G,11-10-2023
22-03-2021,64,NY,58,New York,Category D,11-10-2023
23-07-2021,1,MS,9,Mississippi,Category I,11-10-2023
09-06-2020,4,VT,6,Vermont,Category J,11-10-2023
19-11-2020,26,WY,20,Wyoming,Category A,11-10-2023
07-12-2019,74,MA,83,Massachusetts,Category B,11-10-2023
15-05-2019,99,MT,99,Montana,Category G,11-10-2023
24-07-2021,51,NM,46,New Mexico,Category F,11-10-2023
31-01-2020,25,CT,19,Connecticut,Category B,11-10-2023
12-02-2019,52,IL,51,Illinois,Category E,11-10-2023
28-07-2019,22,WI,24,Wisconsin,Category D,11-10-2023
16-06-2019,73,NY,73,New York,Category E,11-10-2023
23-03-2020,43,SD,50,South Dakota,Category C,11-10-2023
02-06-2021,85,UT,81,Utah,Category H,11-10-2023
06-01-2021,37,SC,36,South Carolina,Category G,11-10-2023
20-10-2021,17,FL,12,Florida,Category D,11-10-2023
18-11-2019,8,ME,18,Maine,Category I,11-10-2023
29-11-2019,37,CT,44,Connecticut,Category F,11-10-2023
22-03-2019,26,WI,22,Wisconsin,Category I,11-10-2023
24-12-2019,45,MA,49,Massachusetts,Category I,11-10-2023
10-07-2019,96,WV,93,West Virginia,Category C,11-10-2023
27-06-2020,40,NV,43,Nevada,Category B,11-10-2023
19-01-2019,29,GA,30,Georgia,Category D,11-10-2023
15-04-2020,1,VA,0,Virginia,Category C,11-10-2023
04-03-2019,3,CA,0,California,Category F,11-10-2023
03-08-2020,44,MD,37,Maryland,Category E,11-10-2023
27-06-2021,78,RI,79,Rhode Island,Category B,11-10-2023
10-07-2021,8,WY,18,Wyoming,Category D,11-10-2023
18-11-2019,73,OK,80,Oklahoma,Category D,11-10-2023
31-01-2020,75,TN,69,Tennessee,Category A,11-10-2023
05-04-2019,67,CO,70,Colorado,Category G,11-10-2023
01-01-2019,80,WA,87,Washington,Category E,11-10-2023
10-03-2021,51,AZ,51,Arizona,Category F,11-10-2023
02-09-2020,80,NM,80,New Mexico,Category J,11-10-2023
09-10-2020,75,NV,73,Nevada,Category H,11-10-2023
29-12-2019,51,MS,61,Mississippi,Category B,11-10-2023
17-10-2020,44,SD,48,South Dakota,Category F,11-10-2023
24-08-2020,38,ND,32,North Dakota,Category I,11-10-2023
07-12-2021,71,AK,68,Alaska,Category I,11-10-2023
04-08-2021,75,IN,69,Indiana,Category I,11-10-2023
24-10-2020,1,TX,0,Texas,Category B,11-10-2023
16-08-2019,27,IA,28,Iowa,Category H,11-10-2023
21-01-2021,44,WV,51,West Virginia,Category F,11-10-2023
15-07-2020,14,MN,17,Minnesota,Category H,11-10-2023
30-08-2020,93,NC,102,North Carolina,Category A,11-10-2023
29-01-2020,31,WI,40,Wisconsin,Category F,11-10-2023
22-07-2021,77,MT,82,Montana,Category D,11-10-2023
29-04-2020,72,VT,77,Vermont,Category G,11-10-2023
14-08-2019,67,NJ,60,New Jersey,Category A,11-10-2023
27-04-2019,55,LA,59,Louisiana,Category D,11-10-2023
05-07-2020,65,NJ,74,New Jersey,Category A,11-10-2023
06-01-2020,47,NV,40,Nevada,Category H,11-10-2023
14-04-2019,91,KS,89,Kansas,Category F,11-10-2023
08-11-2021,53,IN,49,Indiana,Category H,11-10-2023
23-05-2020,24,VT,25,Vermont,Category F,11-10-2023
22-07-2020,91,RI,89,Rhode Island,Category B,11-10-2023
27-08-2020,22,MA,14,Massachusetts,Category G,11-10-2023
19-12-2019,22,RI,25,Rhode Island,Category C,11-10-2023
09-01-2019,50,DE,42,Delaware,Category E,11-10-2023
10-05-2021,61,CO,69,Colorado,Category F,11-10-2023
08-12-2020,3,ND,10,North Dakota,Category H,11-10-2023
30-06-2021,13,KY,8,Kentucky,Category B,11-10-2023
27-11-2021,69,OR,76,Oregon,Category C,11-10-2023
25-12-2019,54,WV,61,West Virginia,Category E,11-10-2023
08-05-2021,79,NH,80,New Hampshire,Category G,11-10-2023
13-09-2019,39,PA,48,Pennsylvania,Category G,11-10-2023
02-05-2021,67,CA,71,California,Category E,11-10-2023
24-07-2019,100,AL,95,Alabama,Category C,11-10-2023
27-07-2019,68,UT,75,Utah,Category F,11-10-2023
10-12-2019,79,DE,70,Delaware,Category I,11-10-2023
08-09-2019,45,CO,39,Colorado,Category B,11-10-2023
21-05-2021,85,ME,91,Maine,Category E,11-10-2023
30-03-2020,53,PA,50,Pennsylvania,Category A,11-10-2023
16-02-2021,88,VA,93,Virginia,Category E,11-10-2023
14-09-2020,37,AL,38,Alabama,Category E,11-10-2023
20-05-2021,9,NH,13,New Hampshire,Category J,11-10-2023
01-12-2019,32,ME,42,Maine,Category I,11-10-2023
20-10-2021,30,OH,31,Ohio,Category I,11-10-2023
05-01-2019,26,ME,33,Maine,Category J,11-10-2023
12-05-2019,30,LA,20,Louisiana,Category D,11-10-2023
23-06-2021,60,WV,64,West Virginia,Category F,11-10-2023
16-06-2020,4,SC,1,South Carolina,Category D,11-10-2023
08-11-2019,96,IN,102,Indiana,Category A,11-10-2023
24-12-2020,45,OK,35,Oklahoma,Category A,11-10-2023
01-06-2021,37,IA,34,Iowa,Category I,11-10-2023
14-10-2019,87,AL,86,Alabama,Category D,11-10-2023
28-02-2019,70,AL,66,Alabama,Category D,11-10-2023
17-04-2021,69,RI,61,Rhode Island,Category D,11-10-2023
10-07-2021,61,CT,59,Connecticut,Category G,11-10-2023
01-06-2020,93,AZ,93,Arizona,Category E,11-10-2023
29-12-2020,46,OH,47,Ohio,Category D,11-10-2023
19-06-2021,25,WY,15,Wyoming,Category D,11-10-2023
17-06-2020,19,NC,26,North Carolina,Category D,11-10-2023
06-05-2021,41,MD,40,Maryland,Category E,11-10-2023
26-09-2021,65,MA,67,Massachusetts,Category F,11-10-2023
06-12-2020,34,WV,29,West Virginia,Category F,11-10-2023
17-06-2019,63,FL,65,Florida,Category I,11-10-2023
09-02-2020,56,FL,49,Florida,Category J,11-10-2023
07-11-2020,13,OK,10,Oklahoma,Category C,11-10-2023
22-04-2020,18,MA,19,Massachusetts,Category A,11-10-2023
04-03-2021,79,NV,71,Nevada,Category A,11-10-2023
10-03-2019,44,OR,39,Oregon,Category F,11-10-2023
17-05-2021,5,AR,0,Arkansas,Category H,11-10-2023
13-06-2019,27,NE,34,Nebraska,Category B,11-10-2023
28-08-2019,93,NH,89,New Hampshire,Category A,11-10-2023
27-11-2019,7,HI,8,Hawaii,Category B,11-10-2023
29-07-2019,27,MI,37,Michigan,Category H,11-10-2023
08-09-2021,91,MI,90,Michigan,Category J,11-10-2023
27-07-2019,5,WI,14,Wisconsin,Category H,11-10-2023
23-09-2020,100,LA,94,Louisiana,Category C,11-10-2023
19-07-2020,88,NE,85,Nebraska,Category A,11-10-2023
13-08-2021,54,CO,46,Colorado,Category B,11-10-2023
24-04-2019,89,NY,93,New York,Category A,11-10-2023
10-12-2021,68,AL,69,Alabama,Category G,11-10-2023
06-11-2020,96,DE,98,Delaware,Category E,11-10-2023
07-08-2021,70,OR,66,Oregon,Category G,11-10-2023
19-03-2019,88,IL,96,Illinois,Category D,11-10-2023
24-11-2021,13,MO,9,Missouri,Category D,11-10-2023
04-01-2020,4,NC,0,North Carolina,Category F,11-10-2023
19-04-2021,38,ME,29,Maine,Category B,11-10-2023
13-08-2021,44,MN,46,Minnesota,Category J,11-10-2023
19-10-2020,30,IA,40,Iowa,Category G,11-10-2023
09-08-2021,82,NC,83,North Carolina,Category H,11-10-2023
19-05-2020,78,CT,75,Connecticut,Category A,11-10-2023
26-12-2020,31,NJ,34,New Jersey,Category H,11-10-2023
04-01-2020,76,MO,82,Missouri,Category C,11-10-2023
14-04-2021,60,WY,55,Wyoming,Category D,11-10-2023
01-05-2020,14,AK,9,Alaska,Category C,11-10-2023
19-11-2021,21,CA,14,California,Category C,11-10-2023
17-11-2019,30,WI,32,Wisconsin,Category C,11-10-2023
21-07-2019,9,CA,14,California,Category A,11-10-2023
05-07-2021,62,MA,58,Massachusetts,Category D,11-10-2023
06-03-2021,64,MN,66,Minnesota,Category G,11-10-2023
14-07-2019,98,CA,92,California,Category C,11-10-2023
17-04-2021,39,NJ,39,New Jersey,Category B,11-10-2023
19-06-2021,79,ID,82,Idaho,Category E,11-10-2023
21-07-2021,9,AR,16,Arkansas,Category J,11-10-2023
26-10-2021,23,NJ,14,New Jersey,Category A,11-10-2023
22-01-2021,93,NV,88,Nevada,Category A,11-10-2023
22-05-2019,75,RI,69,Rhode Island,Category C,11-10-2023
29-10-2020,94,NE,100,Nebraska,Category G,11-10-2023
15-10-2020,80,WV,78,West Virginia,Category D,11-10-2023
14-04-2021,63,MO,55,Missouri,Category J,11-10-2023
06-02-2020,15,AK,6,Alaska,Category E,11-10-2023
01-09-2021,55,HI,47,Hawaii,Category A,11-10-2023
30-03-2019,85,IN,85,Indiana,Category G,11-10-2023
31-05-2021,6,AL,1,Alabama,Category J,11-10-2023
26-09-2020,43,VT,34,Vermont,Category J,11-10-2023
07-12-2021,83,HI,82,Hawaii,Category I,11-10-2023
19-03-2020,10,MI,12,Michigan,Category F,11-10-2023
06-07-2021,54,WA,48,Washington,Category B,11-10-2023
16-07-2021,24,AK,16,Alaska,Category G,11-10-2023
02-04-2021,34,VT,25,Vermont,Category D,11-10-2023
17-02-2020,70,MS,73,Mississippi,Category F,11-10-2023
25-01-2019,32,MI,37,Michigan,Category J,11-10-2023
10-02-2021,89,IL,79,Illinois,Category J,11-10-2023
01-02-2021,30,AR,34,Arkansas,Category F,11-10-2023
11-03-2019,88,KS,96,Kansas,Category G,11-10-2023
03-10-2020,81,FL,90,Florida,Category J,11-10-2023
31-10-2019,67,WA,63,Washington,Category D,11-10-2023
13-08-2019,62,OH,59,Ohio,Category C,11-10-2023
14-11-2019,1,IL,7,Illinois,Category A,11-10-2023
21-10-2021,9,KY,16,Kentucky,Category J,11-10-2023
08-05-2019,35,CO,27,Colorado,Category G,11-10-2023
26-08-2019,87,KS,80,Kansas,Category I,11-10-2023
16-12-2019,45,WI,43,Wisconsin,Category B,11-10-2023
16-04-2020,57,IN,52,Indiana,Category D,11-10-2023
19-01-2021,20,NV,24,Nevada,Category A,11-10-2023
07-10-2019,11,OK,6,Oklahoma,Category J,11-10-2023
04-11-2020,33,RI,42,Rhode Island,Category J,11-10-2023
20-08-2019,98,UT,98,Utah,Category B,11-10-2023
30-12-2020,91,MN,82,Minnesota,Category I,11-10-2023
17-04-2019,38,MN,35,Minnesota,Category G,11-10-2023
05-03-2021,50,IA,58,Iowa,Category C,11-10-2023
17-06-2020,15,MT,21,Montana,Category B,11-10-2023
30-11-2021,25,NC,18,North Carolina,Category I,11-10-2023
03-08-2019,81,NM,72,New Mexico,Category I,11-10-2023
20-03-2021,13,VT,18,Vermont,Category F,11-10-2023
28-12-2019,85,ND,87,North Dakota,Category E,11-10-2023
20-03-2021,12,GA,15,Georgia,Category F,11-10-2023
07-03-2020,49,ID,43,Idaho,Category C,11-10-2023
24-03-2020,83,NC,90,North Carolina,Category J,11-10-2023
26-12-2020,17,OH,23,Ohio,Category E,11-10-2023
17-08-2019,46,OH,42,Ohio,Category J,11-10-2023
24-05-2021,79,WI,85,Wisconsin,Category I,11-10-2023
19-10-2021,69,WY,71,Wyoming,Category B,11-10-2023
19-04-2021,65,VT,75,Vermont,Category F,11-10-2023
26-04-2019,41,NE,41,Nebraska,Category I,11-10-2023
20-02-2021,50,LA,48,Louisiana,Category G,11-10-2023
07-09-2019,77,WA,74,Washington,Category G,11-10-2023
28-03-2019,1,NC,3,North Carolina,Category A,11-10-2023
09-10-2019,28,TX,28,Texas,Category G,11-10-2023
25-09-2021,86,DE,90,Delaware,Category G,11-10-2023
02-10-2021,54,KS,63,Kansas,Category E,11-10-2023
01-04-2019,81,MI,81,Michigan,Category J,11-10-2023
12-03-2020,25,UT,18,Utah,Category A,11-10-2023
27-08-2019,89,NH,79,New Hampshire,Category A,11-10-2023
15-09-2019,100,OR,92,Oregon,Category F,11-10-2023
12-03-2021,80,IN,73,Indiana,Category C,11-10-2023
11-10-2021,32,CO,23,Colorado,Category I,11-10-2023
28-02-2021,53,CO,47,Colorado,Category G,11-10-2023
23-06-2019,57,ND,61,North Dakota,Category C,11-10-2023
19-03-2021,82,WV,92,West Virginia,Category B,11-10-2023
24-07-2020,86,WV,85,West Virginia,Category F,11-10-2023
31-03-2020,73,KY,82,Kentucky,Category C,11-10-2023
30-01-2019,87,NJ,94,New Jersey,Category I,11-10-2023
09-01-2019,30,LA,39,Louisiana,Category E,11-10-2023
06-05-2021,94,ME,90,Maine,Category A,11-10-2023
24-12-2021,60,RI,69,Rhode Island,Category J,11-10-2023
19-11-2021,66,OK,71,Oklahoma,Category C,11-10-2023
04-09-2019,17,RI,22,Rhode Island,Category J,11-10-2023
28-12-2019,29,LA,22,Louisiana,Category I,11-10-2023
06-07-2020,4,NJ,14,New Jersey,Category J,11-10-2023
18-04-2021,18,AZ,12,Arizona,Category B,11-10-2023
18-02-2021,19,VT,16,Vermont,Category C,11-10-2023
08-01-2021,41,WI,34,Wisconsin,Category E,11-10-2023
02-11-2021,63,ID,59,Idaho,Category F,11-10-2023
30-06-2019,42,WA,52,Washington,Category A,11-10-2023
04-04-2019,83,OH,77,Ohio,Category A,11-10-2023
16-03-2019,58,WY,67,Wyoming,Category E,11-10-2023
15-04-2019,12,MN,14,Minnesota,Category E,11-10-2023
24-04-2020,23,MS,15,Mississippi,Category J,11-10-2023
14-02-2020,15,ID,24,Idaho,Category B,11-10-2023
18-02-2020,15,NY,7,New York,Category A,11-10-2023
06-12-2021,62,AL,56,Alabama,Category I,11-10-2023
06-08-2021,92,GA,92,Georgia,Category F,11-10-2023
07-01-2020,82,MT,88,Montana,Category A,11-10-2023
25-07-2020,97,OR,103,Oregon,Category H,11-10-2023
25-05-2019,28,VT,19,Vermont,Category D,11-10-2023
25-05-2019,5,NM,2,New Mexico,Category F,11-10-2023
02-07-2021,86,MS,77,Mississippi,Category A,11-10-2023
23-06-2021,83,MO,84,Missouri,Category J,11-10-2023
25-10-2020,24,LA,18,Louisiana,Category D,11-10-2023
04-09-2019,9,NM,4,New Mexico,Category J,11-10-2023
13-05-2019,31,HI,41,Hawaii,Category D,11-10-2023
31-01-2021,47,WI,55,Wisconsin,Category G,11-10-2023
28-10-2021,31,KS,27,Kansas,Category I,11-10-2023
07-08-2020,60,IL,52,Illinois,Category B,11-10-2023
10-08-2020,50,FL,48,Florida,Category H,11-10-2023
19-02-2020,85,OK,86,Oklahoma,Category F,11-10-2023
12-04-2021,55,MT,50,Montana,Category H,11-10-2023
22-09-2020,30,MO,38,Missouri,Category E,11-10-2023
06-06-2019,25,WY,19,Wyoming,Category J,11-10-2023
02-03-2019,25,NY,29,New York,Category A,11-10-2023
25-12-2020,50,CO,49,Colorado,Category C,11-10-2023
11-02-2021,60,NH,64,New Hampshire,Category G,11-10-2023
10-09-2020,88,OH,87,Ohio,Category B,11-10-2023
26-11-2019,52,NE,42,Nebraska,Category D,11-10-2023
04-11-2020,60,WA,62,Washington,Category H,11-10-2023
05-01-2021,49,RI,48,Rhode Island,Category B,11-10-2023
24-07-2021,86,OK,91,Oklahoma,Category J,11-10-2023
16-01-2021,78,NM,72,New Mexico,Category C,11-10-2023
05-10-2019,90,WI,82,Wisconsin,Category J,11-10-2023
13-03-2020,48,CA,43,California,Category G,11-10-2023
19-05-2019,57,MA,51,Massachusetts,Category E,11-10-2023
24-12-2020,86,UT,78,Utah,Category H,11-10-2023
18-10-2019,23,MT,33,Montana,Category D,11-10-2023
26-11-2019,91,TN,96,Tennessee,Category E,11-10-2023
05-06-2019,21,WA,27,Washington,Category A,11-10-2023
02-09-2020,59,VT,63,Vermont,Category I,11-10-2023
07-08-2019,36,AR,32,Arkansas,Category C,11-10-2023
20-01-2019,28,ND,19,North Dakota,Category H,11-10-2023
30-05-2020,78,TN,83,Tennessee,Category A,11-10-2023
04-03-2021,13,IN,3,Indiana,Category H,11-10-2023
09-11-2020,62,NE,67,Nebraska,Category E,11-10-2023
05-07-2020,90,KY,80,Kentucky,Category G,11-10-2023
08-05-2021,73,CT,71,Connecticut,Category E,11-10-2023
06-01-2021,19,TX,26,Texas,Category H,11-10-2023
13-03-2020,45,SC,41,South Carolina,Category G,11-10-2023
26-04-2019,63,IA,54,Iowa,Category A,11-10-2023
14-04-2021,7,ID,10,Idaho,Category C,11-10-2023
31-03-2020,90,ID,89,Idaho,Category A,11-10-2023
22-04-2020,23,NV,21,Nevada,Category J,11-10-2023
04-03-2021,12,WI,7,Wisconsin,Category H,11-10-2023
31-01-2020,98,KS,108,Kansas,Category F,11-10-2023
23-06-2019,71,IL,69,Illinois,Category G,11-10-2023
21-12-2021,84,MT,89,Montana,Category B,11-10-2023
17-03-2020,21,MD,31,Maryland,Category C,11-10-2023
15-07-2019,20,OR,11,Oregon,Category E,11-10-2023
15-10-2020,61,CO,52,Colorado,Category A,11-10-2023
25-10-2021,47,UT,53,Utah,Category D,11-10-2023
20-01-2020,23,LA,14,Louisiana,Category D,11-10-2023
28-12-2019,24,GA,28,Georgia,Category D,11-10-2023
20-06-2021,39,UT,45,Utah,Category E,11-10-2023
10-10-2020,60,FL,70,Florida,Category A,11-10-2023
15-06-2021,88,RI,94,Rhode Island,Category A,11-10-2023
05-08-2021,10,OK,9,Oklahoma,Category J,11-10-2023
27-01-2021,34,NH,32,New Hampshire,Category J,11-10-2023
30-08-2019,4,AK,0,Alaska,Category H,11-10-2023
26-11-2021,39,CA,46,California,Category B,11-10-2023
11-09-2021,71,SC,69,South Carolina,Category G,11-10-2023
24-12-2020,37,NJ,28,New Jersey,Category C,11-10-2023
28-09-2021,61,GA,59,Georgia,Category I,11-10-2023
28-12-2020,20,WA,15,Washington,Category B,11-10-2023
09-05-2020,70,TN,65,Tennessee,Category B,11-10-2023
17-12-2021,99,OR,101,Oregon,Category J,11-10-2023
25-04-2021,94,NM,91,New Mexico,Category H,11-10-2023
17-04-2021,71,KS,78,Kansas,Category H,11-10-2023
09-12-2020,7,MT,0,Montana,Category E,11-10-2023
18-08-2021,29,FL,20,Florida,Category G,11-10-2023
11-05-2020,5,LA,7,Louisiana,Category G,11-10-2023
23-04-2021,53,OK,52,Oklahoma,Category I,11-10-2023
29-10-2021,96,NC,106,North Carolina,Category H,11-10-2023
10-03-2021,42,IL,39,Illinois,Category C,11-10-2023
18-04-2021,36,NH,34,New Hampshire,Category I,11-10-2023
14-02-2021,38,SC,34,South Carolina,Category B,11-10-2023
14-09-2020,80,KY,78,Kentucky,Category B,11-10-2023
24-10-2021,90,ND,98,North Dakota,Category B,11-10-2023
18-08-2021,47,NV,56,Nevada,Category D,11-10-2023
18-08-2021,28,NV,20,Nevada,Category G,11-10-2023
03-06-2020,76,NH,70,New Hampshire,Category F,11-10-2023
12-04-2020,17,SC,20,South Carolina,Category D,11-10-2023
04-07-2021,73,AL,82,Alabama,Category D,11-10-2023
25-02-2020,58,SC,56,South Carolina,Category A,11-10-2023
16-07-2019,96,OK,99,Oklahoma,Category C,11-10-2023
24-06-2021,33,WI,42,Wisconsin,Category F,11-10-2023
07-07-2019,2,GA,0,Georgia,Category D,11-10-2023
08-02-2019,55,AR,61,Arkansas,Category A,11-10-2023
22-07-2019,76,WA,76,Washington,Category D,11-10-2023
04-11-2020,67,WY,63,Wyoming,Category D,11-10-2023
13-11-2019,74,ME,80,Maine,Category B,11-10-2023
05-03-2019,29,TN,23,Tennessee,Category G,11-10-2023
27-12-2021,53,CO,63,Colorado,Category D,11-10-2023
26-11-2021,79,MI,82,Michigan,Category G,11-10-2023
13-08-2019,38,UT,45,Utah,Category J,11-10-2023
01-12-2021,33,MS,32,Mississippi,Category G,11-10-2023
01-05-2021,17,RI,19,Rhode Island,Category G,11-10-2023
21-09-2019,69,CO,73,Colorado,Category B,11-10-2023
03-03-2020,61,NM,53,New Mexico,Category J,11-10-2023
22-09-2020,83,OH,77,Ohio,Category C,11-10-2023
23-03-2021,10,NV,16,Nevada,Category H,11-10-2023
27-10-2021,15,WY,16,Wyoming,Category G,11-10-2023
10-01-2019,51,WA,50,Washington,Category G,11-10-2023
10-01-2019,17,MD,10,Maryland,Category D,11-10-2023
21-06-2019,78,CO,81,Colorado,Category D,11-10-2023
02-06-2019,60,FL,65,Florida,Category G,11-10-2023
10-06-2021,66,NH,59,New Hampshire,Category E,11-10-2023
24-12-2019,25,MI,20,Michigan,Category C,11-10-2023
24-05-2019,6,UT,0,Utah,Category B,11-10-2023
18-08-2021,92,UT,94,Utah,Category C,11-10-2023
19-05-2021,38,WI,31,Wisconsin,Category C,11-10-2023
17-09-2020,15,AR,16,Arkansas,Category D,11-10-2023
27-02-2019,32,GA,29,Georgia,Category C,11-10-2023
12-09-2021,43,NE,52,Nebraska,Category A,11-10-2023
20-04-2020,98,WY,90,Wyoming,Category H,11-10-2023
17-05-2020,29,NJ,29,New Jersey,Category H,11-10-2023
30-12-2019,29,MD,33,Maryland,Category I,11-10-2023
06-09-2021,39,NH,38,New Hampshire,Category J,11-10-2023
04-05-2021,14,ND,24,North Dakota,Category H,11-10-2023
26-02-2020,63,OK,73,Oklahoma,Category I,11-10-2023
13-07-2020,15,AR,25,Arkansas,Category E,11-10-2023
04-11-2020,71,SC,70,South Carolina,Category B,11-10-2023
06-09-2021,17,MO,26,Missouri,Category B,11-10-2023
25-08-2020,1,VT,0,Vermont,Category F,11-10-2023
17-03-2020,40,NM,38,New Mexico,Category G,11-10-2023
08-08-2019,13,OR,20,Oregon,Category A,11-10-2023
08-11-2020,86,VA,96,Virginia,Category D,11-10-2023
19-09-2020,11,NJ,4,New Jersey,Category F,11-10-2023
25-03-2019,31,ID,22,Idaho,Category F,11-10-2023
05-12-2020,41,MS,32,Mississippi,Category B,11-10-2023
04-10-2021,19,NH,12,New Hampshire,Category H,11-10-2023
26-07-2021,7,CA,14,California,Category E,11-10-2023
04-09-2020,76,MT,81,Montana,Category D,11-10-2023
09-07-2021,45,AZ,49,Arizona,Category A,11-10-2023
26-11-2019,72,GA,72,Georgia,Category C,11-10-2023
19-03-2019,61,NJ,51,New Jersey,Category J,11-10-2023
07-11-2020,36,MI,32,Michigan,Category D,11-10-2023
04-05-2019,34,OR,28,Oregon,Category C,11-10-2023
05-05-2020,58,PA,63,Pennsylvania,Category I,11-10-2023
13-02-2020,11,RI,17,Rhode Island,Category G,11-10-2023
23-04-2021,75,VT,66,Vermont,Category A,11-10-2023
09-10-2019,61,SC,58,South Carolina,Category B,11-10-2023
06-05-2020,42,AR,36,Arkansas,Category B,11-10-2023
05-11-2020,31,HI,35,Hawaii,Category B,11-10-2023
22-01-2021,49,OK,54,Oklahoma,Category I,11-10-2023
04-08-2021,40,NH,38,New Hampshire,Category I,11-10-2023
26-05-2019,77,WI,86,Wisconsin,Category A,11-10-2023
03-07-2019,95,IL,96,Illinois,Category G,11-10-2023
17-08-2021,76,ND,72,North Dakota,Category A,11-10-2023
22-06-2020,66,MN,65,Minnesota,Category D,11-10-2023
17-12-2021,86,IN,81,Indiana,Category B,11-10-2023
25-05-2019,52,MO,53,Missouri,Category D,11-10-2023
21-09-2019,73,MO,79,Missouri,Category C,11-10-2023
13-07-2020,86,OK,77,Oklahoma,Category G,11-10-2023
15-03-2019,61,NY,70,New York,Category H,11-10-2023
25-01-2020,4,MI,0,Michigan,Category B,11-10-2023
